Entity,Types,Source
"N-Methyltyramine is a naturally occurring trace amine and monoamine alkaloid derived from the amino acid tyrosine. It is found in a variety of plants and animals, including humans. N-Methyltyramine is also a metabolite of the neurotransmitter dopamine.",Description,GPT-3
"N,N-DMPEA is a synthetic organic compound that is used as a reagent in chemical synthesis. It is a white solid that is insoluble in water.",Description,GPT-3
"Nasal irrigation is a practice in which the nose is flushed with a saline solution. The solution helps to thin mucus, remove irritants and allergens, and moisturize the nasal passages.",Description,GPT-3
"Nasopharyngeal cancer is a type of cancer that starts in the nasopharynx, which is the upper part of the pharynx (throat) behind the nose.",Description,GPT-3
"This Nasturtium plant is a beautiful, flowering plant that is native to South America. It has large, showy flowers that come in a variety of colors including yellow, orange, red, and pink. The leaves are dark green and have a slightly peppery flavor. Nasturtiums are easy to grow and make a great addition to any garden.",Description,GPT-3
"Necrotizing enterocolitis (NEC) is a serious illness that can occur in newborn babies. It is a rare but life-threatening condition that affects the intestines. NEC occurs when the intestines become inflamed and start to die. This can lead to a hole in the intestines, infection, and sepsis (a potentially life-threatening condition caused by infection). NEC is a medical emergency and requires immediate treatment.",Description,GPT-3
"Necrotizing fasciitis is a rare but serious bacterial infection that spreads quickly through the body's soft tissue. The infection can cause the tissue to die, and it can be life-threatening.",Description,GPT-3
"The neem tree is a fast-growing, evergreen tree that can grow up to 20–30 metres (66–98 ft) tall, with a trunk diameter of up to 1 metre (3 ft). The leaves are arranged in opposite pairs, each leaf being 20–40 centimetres (8–16 in) long and 15–18 centimetres (5.9–7.1 in) broad. The flowers are small and white, with four petals. The fruit is a drupe, containing a single seed.",Description,GPT-3
"A negative ion generator is a device that emits negative ions into the air. Negative ions are particles that have been charged with electricity. They are found in nature, and they can also be created by man-made devices. Negative ions have been shown to have a variety of health benefits, including reducing stress, improving mood, and increasing energy levels.",Description,GPT-3
"A neodymium magnet is a type of rare-earth magnet made from an alloy of neodymium, iron, and boron.",Description,GPT-3
"Neon is a colorless, odorless, inert monatomic gas under standard conditions, with about two-thirds the density of air. It was discovered in 1898 by the British chemist Sir William Ramsay and the Scottish chemist Morris W. Travers.",Description,GPT-3
This is a health condition where a newborn baby's breathing is irregular or stops for short periods of time.,Description,GPT-3
"This is a health condition where there is damage to the brain of a newborn baby. This can be caused by many things, including infection, lack of oxygen, or problems with the placenta or umbilical cord. Symptoms can include seizures, feeding problems, irritability, and problems with movement.",Description,GPT-3
"Neonatal jaundice is a yellowing of the skin and eyes in newborn babies. It is caused by an excess of bilirubin, a yellow pigment that is produced when red blood cells break down. Neonatal jaundice is usually harmless and resolves on its own within a few weeks.",Description,GPT-3
The Neonatal Resuscitation health condition is a medical emergency that requires immediate medical attention. It is a life-threatening condition that can occur when a baby is born not breathing or not breathing properly.,Description,GPT-3
Neptunium is a radioactive chemical element with the symbol Np and atomic number 93.,Description,GPT-3
Neural tube birth defects are birth defects of the brain and spinal cord. They occur when the neural tube does not close properly during development.,Description,GPT-3
"Neuroblastoma is a cancer that develops from immature nerve cells found in several areas of the body. Neuroblastoma most commonly arises in and around the adrenal glands, but can also occur in the neck, chest, or spinal cord. The cause of neuroblastoma is unknown.",Description,GPT-3
"Neurodermatitis is a condition where the skin becomes inflamed and irritated in response to stress or other psychological factors. It is also known as lichen simplex chronicus or chronic idiopathic urticaria. The exact cause is unknown, but it is thought to be related to an overactive immune system. Treatment typically involves avoiding triggers, managing stress, and using topical corticosteroids or antihistamines.",Description,GPT-3
"The neurogenic bladder is a health condition where the bladder is unable to store or empty urine properly due to a problem with the nervous system. This can lead to urinary incontinence, urinary retention, and an increased risk for urinary tract infections.",Description,GPT-3
"The description of this Neurological Trauma health condition is that it is a type of brain injury that can occur when the head is suddenly and violently jarred or shaken. This can cause the brain to bounce around or twist inside the skull, which can damage the brain cells and lead to a wide range of problems.",Description,GPT-3
"Neuropathic pain is a type of pain that is caused by damage to the nervous system. It can be caused by diseases such as diabetes, cancer, and multiple sclerosis. It can also be caused by injuries to the nervous system, such as a spinal cord injury. Neuropathic pain can be very severe and can make it difficult for people to function.",Description,GPT-3
"Neutropenic fever is a condition that can occur when the body doesn't have enough neutrophils, a type of white blood cell. This can make it hard for the body to fight off infection. Neutropenic fever can be serious, and it may require hospitalization.",Description,GPT-3
"This New Jersey Tea plant is a deciduous shrub that grows to about 3 feet tall. It has small, white flowers that bloom in the summer and dark green leaves. This plant is native to the eastern United States and is often used as an ornamental plant.",Description,GPT-3
"The New Zealand Green-Lipped Mussel is a species of bivalve mollusc in the family Mytilidae. It is endemic to New Zealand, where it is found in the intertidal and subtidal zones of the North and South Islands. The shell of the New Zealand Green-Lipped Mussel is green, brown or black, and can reach a length of up to 10 cm. The mussel is an important food source for a variety of animals, including humans.",Description,GPT-3
Niacin-induced flushing is a condition in which the skin becomes red and warm due to the increased blood flow. It is a side effect of taking niacin supplements.,Description,GPT-3
"Niauli oil is an essential oil that is extracted from the leaves of the niauli tree. This tree is native to Australia and New Zealand. The oil has a strong, sweet, and floral aroma. It is used in aromatherapy and is believed to have a number of benefits, including reducing stress and anxiety, boosting energy levels, and improving circulation.",Description,GPT-3
A nickel is a coin worth five cents.,Description,GPT-3
"Nickel Deficiency is a health condition where the body does not have enough of the mineral nickel. This can lead to problems with the bones, skin, and blood.",Description,GPT-3
"Nigella sativa is an annual flowering plant in the family Ranunculaceae, native to south and southwest Asia. The plant grows to 20–30 cm (8–12 in) tall, with finely divided, linear (but not thread-like) leaves. The flowers are delicate, and usually coloured pale blue and white, with five to ten petals. The fruit is a large and inflated capsule composed of three to seven united follicles, each containing numerous seeds.",Description,GPT-3
"Nihonium is a synthetic chemical element with the symbol Nh and atomic number 113. It is extremely radioactive; its most stable known isotope, nihonium-286, has a half-life of 20 seconds. In the periodic table, nihonium is a d-block transactinide element. It is a member of period 7 and group 13, like its lighter homologues boron, aluminium, gallium, indium, and thallium.",Description,GPT-3
"The Nikko Maple is a deciduous tree that is native to Japan. It is a small to medium-sized tree that typically grows to 15-20 feet tall. The leaves are ovate-shaped and have a toothed margin. The leaves are green in the summer and turn yellow, orange, or red in the fall. The flowers are small and white and appear in the spring. The fruit is a small, winged seed that is dispersed by the wind.",Description,GPT-3
"Niobium is a chemical element with the symbol Nb and atomic number 41. It is a soft, grey, ductile transition metal, which is often found in the pyrochlore mineral, the main commercial source for niobium, and columbite.",Description,GPT-3
Nipple fissures are cracks in the skin of the nipple. They can be painful and may bleed.,Description,GPT-3
"Nitrogen is a colorless, odorless, tasteless gas that makes up about 78% of the Earth's atmosphere.",Description,GPT-3
"Nobelium is a synthetic chemical element with the symbol No and atomic number 102. It is named in honor of Alfred Nobel, the inventor of dynamite and benefactor of science. A radioactive metal of the actinide series, nobelsium is the tenth transuranic element and is the penultimate member of the 7th period of the periodic table. Like all elements with atomic number over 100, nobelsium can only be produced in particle accelerators by bombarding lighter elements with charged particles.",Description,GPT-3
"Nocturia is a condition in which a person wakes up during the night to urinate. It can be caused by a variety of factors, including drinking too much fluid before bed, an overactive bladder, or a urinary tract infection.",Description,GPT-3
Nocturnal enuresis is a condition in which a person urinates involuntarily during the night. It is also known as sleep wetting.,Description,GPT-3
"Nocturnal leg cramps are a condition in which a person experiences muscle cramps and pain in the legs during the night. The cramps may last for a few seconds to several minutes, and can be so severe that they wake the person up from sleep. In some cases, the cramps may occur on a nightly basis.",Description,GPT-3
"Non-Hodgkin lymphoma is a cancer that starts in the lymphocytes, which are part of the body's immune system. The cancer may spread to other parts of the lymphatic system, as well as to other organs.",Description,GPT-3
Non-volatile oils are oils that do not evaporate at room temperature.,Description,GPT-3
Nonalcoholic fatty liver disease (NAFLD) is a condition in which fat builds up in the liver. It is not caused by drinking alcohol. NAFLD can lead to a more serious liver condition called nonalcoholic steatohepatitis (NASH). NASH is a type of liver inflammation that can damage the liver.,Description,GPT-3
"Nonallergic rhinitis is a condition in which the lining of the nose becomes inflamed and irritated. This can cause the nose to run, drip, itch, and feel congested. Nonallergic rhinitis is not caused by an allergy, but it can be triggered by things like weather changes, smoke, or strong smells.",Description,GPT-3
"The Northern Prickly Ash is a deciduous tree that is native to North America. It is also known as the American Ash, the Canadian Ash, and the White Ash. The Northern Prickly Ash grows to a height of 50 feet and has a trunk diameter of 2-3 feet. The leaves of the tree are compound and have 5-9 leaflets. The leaflets are ovate in shape and have serrated margins. The flowers of the tree are small and greenish-white in color. The fruit of the tree is a small, dark-colored drupe.",Description,GPT-3
"The Norway spruce is a species of spruce native to Northern, Central and Eastern Europe. It has a dense conical crown, with pendulous branches. The tips of the branches are often upturned, especially in young trees. The cones are erect, with thin, papery scales. It is closely related to the Siberian spruce, which occurs in the mountains of Siberia.",Description,GPT-3
"Notalgia paresthetica is a chronic condition characterized by localized itching and burning sensations on the skin. The exact cause of notalgia paresthetica is unknown, but the condition is thought to be related to nerve damage or dysfunction. Notalgia paresthetica is often associated with other conditions, such as psoriasis, atopic dermatitis, and contact dermatitis. Treatment for notalgia paresthetica typically includes topical medications, such as corticosteroids or antihistamines, and physical therapies, such as massage or acupuncture.",Description,GPT-3
"A nucleotide is a molecule that is composed of a nitrogen-containing nucleobase (which can be either a purine or a pyrimidine), a five-carbon sugar (either ribose or deoxyribose), and a phosphate group.",Description,GPT-3
"The nutmeg plant is an evergreen tree that can grow up to 20 meters tall. The leaves are dark green and leathery, and the flowers are white or pale yellow. The fruit of the nutmeg tree is a drupe, and the seed inside is the nutmeg. The nutmeg tree is native to the Spice Islands of Indonesia.",Description,GPT-3
Oak moss is a type of lichen that commonly grows on oak trees. It has a greenish-gray color and a crumbly texture. It is used in perfumes and as a food flavoring.,Description,GPT-3
"Obsessive-Compulsive Disorder (OCD) is a mental health condition that is characterized by obsessions (recurrent, unwanted thoughts, impulses, or images) and/or compulsions (repetitive behaviors or mental acts that a person feels compelled to do in order to relieve anxiety or distress).",Description,GPT-3
Obstructive sleep apnea (OSA) is a sleep disorder that occurs when a person's breathing is interrupted during sleep. People with OSA may snore loudly and wake up frequently during the night.,Description,GPT-3
"The definition of occupational therapy is the use of therapeutic methods to help people with physical, mental, or social disabilities regain independence in daily life activities.",Description,GPT-3
Octacosanol is a long-chain alcohol found in plants. It is used as a dietary supplement and is claimed to have a variety of health benefits.,Description,GPT-3
"Ocular Demodicosis is a condition where there is an overgrowth of the Demodex mite on the eyelashes and around the eyelids. This can cause irritation, redness, and inflammation of the eye.",Description,GPT-3
Ocular hypertension is a condition in which the pressure in your eyes is higher than normal.,Description,GPT-3
"The condition is caused by the build-up of stress in the eye area, which can lead to pain, redness, and other symptoms.",Description,GPT-3
Oganesson is a synthetic chemical element with the atomic number 118. It was first synthesized in 2002 by a team of Russian and American scientists.,Description,GPT-3
Oil pulling is a traditional Indian folk remedy that involves swishing oil around in your mouth for 20 minutes in order to remove toxins from the body.,Description,GPT-3
"The oleander plant is a shrub that can grow to be up to 20 feet tall. It has long, narrow leaves that are dark green in color. The flowers of the oleander plant are typically white, pink, or red in color.",Description,GPT-3
Oligospermia is a health condition in which a man has a low sperm count. This can make it difficult for him to conceive a child.,Description,GPT-3
"Some people may define Omad And 20:4 Intermittent Fasting as a way of eating that involves consuming all of your daily calories within a four-hour window, followed by a 20-hour period of fasting. Others may define it as a form of intermittent fasting that involves eating one meal a day (OMAD), followed by a 20-hour period of fasting.",Description,GPT-3
Omega-9 fatty acid is a non-essential fatty acid that the body can produce from other fats. It is not essential because the body can make it from other fats.,Description,GPT-3
"A onion is a root vegetable that is typically round, white, or yellow in color. It has a thin, papery skin that is often removed before eating. Onions are a staple ingredient in many recipes, and can be eaten raw, cooked, or pickled.",Description,GPT-3
Onychomycosis is a fungal infection of the toenails. It is characterized by thickening and discoloration of the nails.,Description,GPT-3
Oolong tea is a type of tea that is made from partially oxidized leaves of the Camellia sinensis plant.,Description,GPT-3
"Ophthalmoplegia is a condition that affects the muscles that control the movement of the eye. The condition can be caused by a variety of things, including stroke, head injury, and certain types of tumors. Ophthalmoplegia can also be a symptom of a more serious condition, such as myasthenia gravis or Guillain-Barré syndrome.",Description,GPT-3
"Opioid addiction is a chronic, relapsing brain disease that is characterized by compulsive drug seeking and use, despite harmful consequences.",Description,GPT-3
"The person experiences anxiety, agitation, sweating, muscle aches, and increased heart rate.",Description,GPT-3
"This Opuntia plant is a cactus that is native to the southwestern United States and Mexico. It is a member of the cactus family and can grow to be up to 6 feet tall. The plant has green, fleshy leaves and produces yellow flowers. The fruit of the plant is edible and has a sweet, juicy flavor.",Description,GPT-3
"Oral cancer is a type of cancer that forms in the tissues of the mouth or throat. It can occur anywhere in the mouth, including the lips, gums, tongue, and palate. Oral cancer is most often found in people over the age of 40.",Description,GPT-3
Oral clefts are a type of birth defect that can occur when the roof of the mouth does not form properly. Cleft lip and cleft palate are the most common types of oral clefts.,Description,GPT-3
"Oral leukoplakia is a white or gray patch that forms on the tongue or inside of the cheek. The cause is unknown, but it is thought to be related to irritation. Oral leukoplakia is not cancer, but it can sometimes become cancerous.",Description,GPT-3
"Oral Submucous Fibrosis is a condition where the tissues inside the mouth become hard and stiff. This can make it difficult to open the mouth, eat, or speak.",Description,GPT-3
Orchic extract is a substance derived from the testicles of animals. It is sometimes used as a dietary supplement or as an ingredient in traditional Chinese medicine.,Description,GPT-3
"Oregon Fir Balsam is a type of tree that is native to the western United States. It is a coniferous tree that can grow to be over 200 feet tall. The Oregon Fir Balsam has a thick, dark green bark and needle-like leaves. The tree produces cones that contain seeds that are used for reproduction.",Description,GPT-3
"Oregon grape is a native plant to the Pacific Northwest. It is an evergreen shrub that can grow up to 10 feet tall. The leaves are dark green and glossy, and the flowers are yellow. The berries are dark blue and have a sour taste.",Description,GPT-3
Organ meats are the edible organs of an animal.,Description,GPT-3
"Organic brain syndrome (OBS), sometimes called organic mental syndrome (OMS), is a general term for a disorder that affects the brain. It can be caused by a physical or mental illness, or by a problem with the way the brain works.",Description,GPT-3
"Organophosphorus Pesticide Poisoning is a health condition caused by exposure to organophosphorus pesticides. These pesticides are used in agriculture and in pest control. They are highly toxic and can cause a range of health effects, from skin and eye irritation to nervous system damage and death.",Description,GPT-3
"The Oriental Arborvitae is a species of tree in the cypress family. It is native to eastern Asia, from the Korean Peninsula and China to Japan. It is a small to medium-sized tree, reaching 10–20 m tall and 15–20 cm trunk diameter. The leaves are scale-like, 2–4 mm long and 1–2 mm broad. The cones are globose, 6–8 mm diameter, with four to six scales.",Description,GPT-3
"The Orlistat (Xenical, Alli) side effects health condition is characterized by a number of potential side effects that may occur when taking the medication. These side effects can include gastrointestinal issues, such as diarrhea, oily stools, and flatulence. Additionally, some people may experience headaches, dizziness, and a decreased appetite.",Description,GPT-3
Ornithine is an amino acid that is produced in the body. It is a precursor to arginine and is involved in the urea cycle.,Description,GPT-3
"Ornithine ketoglutarate (OKG) is a salt of ornithine and ketoglutaric acid. It is used as a dietary supplement and is claimed to increase muscle mass, reduce fatigue, and improve recovery from exercise.",Description,GPT-3
Oropharyngeal candidiasis is a fungal infection of the mouth and throat. It is also known as thrush.,Description,GPT-3
"Orthostatic hypotension is a condition in which blood pressure drops when a person stands up from a lying down or sitting position. This can cause lightheadedness, dizziness, or even fainting.",Description,GPT-3
This Osha plant is a member of the mint family and is native to the western United States. It grows to a height of 2-3 feet and has white or lavender flowers that bloom in the summer. The leaves of this plant are used to make a tea that is said to have many health benefits.,Description,GPT-3
"Osmium is a chemical element with the symbol Os and atomic number 76. It is a hard, brittle, bluish-white transition metal in the platinum group that is found as a trace element in alloys, mostly in platinum ores.",Description,GPT-3
"Ostarine is a selective androgen receptor modulator (SARM) that is used to increase muscle mass and bone density. It is currently being studied as a potential treatment for a variety of conditions, including muscle wasting, osteoporosis, and anemia.",Description,GPT-3
"Osteogenesis imperfecta is a health condition characterized by fragile bones that break easily. People with this condition often have a short stature and may have problems with their teeth, skin, and joints. There is no cure for osteogenesis imperfecta, but treatments can help improve symptoms and prevent fractures.",Description,GPT-3
"Osteopathic Manipulation is a system of hands-on techniques used by osteopathic physicians to diagnose, treat, and prevent illness or injury.",Description,GPT-3
Osteosarcoma is a type of cancer that starts in the bones. It is the most common type of bone cancer in children and young adults.,Description,GPT-3
"The ostrich fern is a large, deciduous fern that is native to North America. It gets its name from its long, feathery fronds that resemble the feathers of an ostrich. The ostrich fern grows in moist, shady areas and can reach up to 6 feet tall. The fronds are divided into two parts: the sterile fronds, which are sterile and do not produce spores, and the fertile fronds, which are fertile and produce spores. The spores are used to reproduce the plant.",Description,GPT-3
"The Oswego Tea plant is a perennial herb that is native to North America. It is a member of the mint family and has a square stem. The leaves are opposite, toothed, and aromatic. The flowers are white and borne in terminal clusters. The fruit is a four-lobed, dry capsule.",Description,GPT-3
"Otitis externa is an inflammation of the outer ear. It can be caused by infection, irritation, or allergies. Symptoms include pain, itching, redness, and drainage from the ear. Treatment may include ear drops, antibiotics, or surgery.",Description,GPT-3
"Otitis media is a health condition that refers to inflammation of the middle ear. This can be caused by infection, but can also be caused by other factors such as allergies or changes in pressure. Symptoms of otitis media include pain, hearing loss, and discharge from the ear.",Description,GPT-3
"Ovarian Hyperstimulation Syndrome (OHSS) is a condition that can occur in women who are undergoing fertility treatment. OHSS occurs when the ovaries produce too many eggs in response to the medication that is being used to stimulate egg production. This can cause the ovaries to become enlarged and can lead to fluid build-up in the abdomen. OHSS can be a mild condition that causes only mild discomfort, or it can be a more severe condition that can lead to hospitalization.",Description,GPT-3
"Overactive bladder is a health condition in which the bladder muscles contract too often, causing a frequent urge to urinate.",Description,GPT-3
The Ox-Eye Daisy is a perennial plant that grows to a height of about 2 feet. The leaves are lance-shaped and the flowers are white with a yellow center. The plant blooms in the spring and summer.,Description,GPT-3
Oxygen therapy is a treatment that provides you with extra oxygen.,Description,GPT-3
"Ozone therapy is a type of alternative medicine that involves the administration of ozone gas into the body. Proponents of ozone therapy believe that it can be used to treat a variety of conditions, including cancer, AIDS, and multiple sclerosis.",Description,GPT-3
"The description of this health condition is that it is a condition where a person experiences muscle pain and stiffness, as well as joint pain. This can be caused by the use of the cancer drug paclitaxel.",Description,GPT-3
The Padang Cassia is a small tree that grows to a height of about 15 feet. It has dark green leaves and yellow flowers. The tree is native to Indonesia and is found in the forests of Sumatra and Java.,Description,GPT-3
"Paget disease is a chronic disorder that affects the bones. It is characterized by abnormal bone growth, which can lead to deformities, pain, and fractures. The cause of Paget disease is unknown, but it is believed to be a combination of genetic and environmental factors. There is no cure for Paget disease, but treatment can help to manage the symptoms and prevent complications.",Description,GPT-3
"A pagoda tree is a type of tree that is native to Asia and has a tall, slender trunk with a crown of branches that forms a canopy. The tree gets its name from its resemblance to a pagoda, a type of Buddhist temple.",Description,GPT-3
Acute pain is a type of pain that comes on suddenly and is usually severe. It lasts for a short time and goes away as your body heals.,Description,GPT-3
"Chronic pain is defined as pain that persists for more than 12 weeks, although it can last for months or even years. It can be caused by a variety of conditions, including arthritis, nerve damage, and fibromyalgia. Chronic pain can be debilitating, and it can interfere with a person's ability to work, sleep, and enjoy activities.",Description,GPT-3
"The Paleo Diet is a diet based on the foods that were eaten by our hunter-gatherer ancestors during the Paleolithic era. The diet consists of lean meats, vegetables, fruits, nuts, and seeds.",Description,GPT-3
"The Paleolithic diet, also known as the caveman diet or stone-age diet, is a modern nutritional plan based on the presumed ancient diet of wild plants and animals that various human species habitually consumed during the Paleolithic era—a period of about 2.5 million years which ended around 10,000 years ago with the development of agriculture.",Description,GPT-3
Palladium is a chemical element with the symbol Pd and atomic number 46. It is a rare and lustrous silvery-white metal found in the Earth's crust.,Description,GPT-3
"Palmaria palmata is a species of red algae. It is commonly known as dulse, red dulse, or sea lettuce flakes. It is a source of dietary iodine and other minerals. It is used as a food ingredient, dietary supplement, and traditional medicine.",Description,GPT-3
"Palmitic acid is a saturated fatty acid that is found in animals and plants. It is a white, waxy solid that is insoluble in water.",Description,GPT-3
"Palmitoylethanolamide (PEA) is a fatty acid amide that is naturally produced in the body. It is a potent anti-inflammatory and analgesic agent, and has been shown to be effective in treating a variety of chronic pain conditions.",Description,GPT-3
"This plant is a member of the ginseng family and is native to China. It grows to a height of about 2 feet and has dark green leaves. The flowers are small and white, and the plant produces a red fruit. The root of the plant is used in traditional Chinese medicine.",Description,GPT-3
Pancreatic enzyme products are supplements that contain enzymes that are produced by the pancreas. These enzymes help the body to break down and absorb food.,Description,GPT-3
"Pancreatic insufficiency is a condition where the pancreas does not produce enough enzymes to properly digest food. This can lead to malabsorption of nutrients, weight loss, and diarrhea.",Description,GPT-3
Pangamic acid is a vitamin B15 supplement.,Description,GPT-3
"Panic disorder is a mental health condition that is characterized by recurrent and unexpected panic attacks. Panic attacks are sudden periods of intense fear or discomfort that can include heart palpitations, sweating, shaking, shortness of breath, and dizziness.",Description,GPT-3
"Pantethine is a derivative of pantothenic acid, also known as vitamin B5. It is used as a dietary supplement and is thought to have a variety of health benefits, including reducing cholesterol levels, improving cognitive function, and boosting energy levels.",Description,GPT-3
"PKAN is a rare, inherited neurological disorder that leads to the progressive deterioration of motor and cognitive skills. It is caused by a mutation in the PANK2 gene, which encodes the enzyme pantothenate kinase 2. This enzyme is involved in the metabolism of coenzyme A (CoA), a molecule that is essential for the proper function of many enzymes. The PANK2 mutation leads to the accumulation of toxic levels of CoA in the brain, which leads to the death of neurons. PKAN typically begins in early childhood and leads to a progressive decline in motor and cognitive skills. There is no cure for PKAN and the disorder is currently fatal.",Description,GPT-3
"Pao Pereira is a small tree that grows in the Amazon rainforest. The tree has dark green leaves and produces small, white flowers. The tree's fruit is a small, red berry that is used to make a traditional Amazonian medicine.",Description,GPT-3
"Para-Aminobenzoic Acid (PABA) is a compound that is found in many foods and is also used as a dietary supplement. PABA is thought to have a number of health benefits, including the ability to improve the appearance of skin and hair, and to protect against sun damage.",Description,GPT-3
Paracetamol is a pain reliever and a fever reducer.,Description,GPT-3
"Paranoia is a mental health condition characterized by delusions of persecution, conspiracy, and grandeur. Individuals with paranoia may experience anxiety, paranoia, and paranoia.",Description,GPT-3
"Pareira is a plant that is native to South America. It is a member of the genus Passiflora, which contains about 500 species of flowering plants. The leaves of Pareira are large and lobed, and the flowers are white or pink. The fruit of Pareira is a small, orange-colored berry.",Description,GPT-3
Parotitis is a viral infection that causes inflammation of the parotid salivary glands. The parotid glands are located in front of each ear. Parotitis is also called mumps.,Description,GPT-3
Paroxysmal supraventricular tachycardia (PSVT) is a type of abnormal heart rhythm. It happens when there is a problem with the electrical system that controls your heart. PSVT can cause your heart to beat very fast for a short period of time.,Description,GPT-3
"Parsley is a plant in the apiaceae family. It is native to the Mediterranean region and has been cultivated for centuries. Parsley is a biennial plant, meaning it takes two years to complete its life cycle. The first year it grows leaves, and the second year it flowers and sets seed. Parsley is used as a herb, spice, and vegetable. The leaves are used fresh or dried in cooking. The leaves have a mild, slightly sweet flavor. The flowers are also edible and have a mild, sweet flavor. The seeds can be used to make a spice called parsley seed.",Description,GPT-3
"Parsley Piert is a small, annual herb in the Apiaceae family. It is native to the Mediterranean region and has been naturalized in many other parts of the world. The plant grows to 20-30 cm tall and has dark green, deeply divided leaves. The small, white flowers are borne in umbels and the fruits are small, brown seeds.

Parsley Piert is commonly used as a culinary herb, either fresh or dried. It has a mild, slightly bitter taste and is often used to flavor soups, stews, and sauces. The leaves can also be used as a garnish. The seeds can be used to make a spice known as parsley seed oil, which has a strong, pungent flavor.

Parsley Piert is a good source of vitamins A and C, as well as minerals such as iron and potassium. It also contains antioxidants and phytochemicals that may have health benefits.",Description,GPT-3
"A parsnip is a root vegetable that is similar in appearance to a carrot. It has a white or cream-colored flesh and a sweet, nutty flavor.",Description,GPT-3
"Partial androgen deficiency is a health condition in which a person's body does not produce enough of the hormone testosterone. This can cause a variety of symptoms, including fatigue, low sex drive, and depression.",Description,GPT-3
"This Partridgeberry plant is a low-growing evergreen herb that is native to North America. The leaves are small and oval-shaped, and the flowers are white or pink. The fruit is a small, red berry.",Description,GPT-3
"This Passion Flower plant is a beautiful, fast-growing vine that produces stunning flowers. The flowers are large and have a unique shape, with five petals and a central column. The flowers are typically white or purple, and they have a sweet, fruity fragrance. The vine can grow up to 20 feet in length, and it is a popular choice for gardens and landscaping.",Description,GPT-3
"Pata De Vaca is a plant that is native to South America. It is a member of the daisy family and its scientific name is Bidens pilosa. The plant grows to be about 2 to 3 feet tall and has small, yellow flowers. The leaves are green and have a toothed margin. The plant blooms from summer to fall.",Description,GPT-3
"Patchouli oil is an essential oil derived from the leaves of the patchouli plant. It has a strong, musky aroma and is used in perfumes, incense, and cosmetics.",Description,GPT-3
"Pathological gambling is a mental health condition that is characterized by an uncontrollable urge to gamble, even when doing so causes negative consequences. People with this condition may gamble frequently, spend large amounts of money on gambling activities, and lie to others about their gambling habits. Pathological gambling can lead to financial ruin, relationship problems, and mental health issues such as depression and anxiety.",Description,GPT-3
"The Patricia Kane Protocol is a set of rules and guidelines for the treatment of patients with chronic pain. It is named after Dr. Patricia Kane, who developed the protocol while working as a pain management specialist at the University of California, San Francisco. The protocol is designed to help patients manage their pain and improve their quality of life.",Description,GPT-3
"Pea protein is a type of protein that is derived from peas. Pea protein is a complete protein, meaning that it contains all of the essential amino acids that the body needs. Pea protein is also a good source of iron and fiber.",Description,GPT-3
"A peanut allergy is a condition in which a person has an abnormal immune reaction to peanuts. Peanuts are a type of legume, and they contain a protein that can trigger an allergic reaction. Peanut allergies are one of the most common food allergies, and they can be very severe.",Description,GPT-3
"A pear is a fruit that is shaped like an oval and has a hard, green skin.",Description,GPT-3
"The Pedunculate Oak is a species of oak tree that is native to Europe and Asia. It is also known as the Common Oak, the English Oak, or the European Oak. The Pedunculate Oak is a large tree that can grow to a height of 30 meters (98 feet). The tree has a broad, rounded crown and a massive trunk. The bark is dark brown or black, and the leaves are dark green and lobed. The Pedunculate Oak is a deciduous tree, meaning that it loses its leaves in the winter. The tree is an important source of timber and is used in the construction of furniture, floors, and other wood products. The Pedunculate Oak is also a popular tree for landscaping and is often planted in parks and gardens.",Description,GPT-3
"Pellitory is an annual herb that grows to a height of 30 cm. It has a thin, erect stem and small, ovate leaves. The flowers are small and white, and they grow in clusters at the end of the stem. Pellitory is native to Europe and Asia, and it is used as a medicinal herb.",Description,GPT-3
"(Parietaria officinalis)

Pellitory-of-the-wall is a small, annual herb that is native to Europe and Asia. It has small, white flowers and is often found growing in cracks in walls or on stone walls. The plant has a strong, pungent odor and a bitter taste. Pellitory-of-the-wall is used in traditional medicine to treat a variety of conditions, including headaches, gout, and skin diseases.",Description,GPT-3
"Pelvic pain is a general term for pain in the area of the pelvis. The pelvis is the lower part of the abdomen, located between the hip bones. Pelvic pain can be sharp or dull, constant or intermittent, and can vary in intensity. It can be aggravated by sitting, standing, sexual activity, or exercise.",Description,GPT-3
Pemphigus is a rare autoimmune disease that causes the body to produce antibodies that attack and destroy the proteins that bind the skin cells together. This can lead to the formation of blisters and sores on the skin and mucous membranes.,Description,GPT-3
A peptic ulcer is a sore on the lining of your stomach or the first part of your small intestine (duodenum). Peptic ulcers develop when the acids that help you digest food damage the walls of these organs.,Description,GPT-3
"Perilla is an annual herb in the mint family Lamiaceae. It is also known as Chinese basil, shiso, or beefsteak plant. It is native to the mountainous regions of China and India.

Perilla has large, furry leaves and produces small, white flowers. The leaves are used in Chinese and Japanese cuisine, and the seeds are used in traditional medicine.

Perilla is rich in vitamins A and C, and the leaves contain antioxidants that may help protect against cancer and other diseases.",Description,GPT-3
"Perillyl alcohol is a natural monoterpene alcohol found in the essential oils of several plants including mint, basil, and perilla. It has a variety of potential therapeutic applications including cancer prevention and treatment, as well as other conditions such as Alzheimer's disease, diabetes, and obesity.",Description,GPT-3
