,,"People experiencing homelessness often have serious and complex health challenges, including mental health problems and substance use disorders, chronic medical conditions like diabetes and hypertension, and infectious diseases like HIV/AIDS, Hepatitis C, and tuberculosis.",Fact,Big picture,Health,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Ensuring access to quality health care must be a part of community’s response to homelessness.,Solution,Big picture,Health,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,," Health care can be most effective when it is integrated with housing assistance, as stable housing not only improves health in and of itself, but also serves as a platform for consistently delivering health care and services.",Solution,Health,Housing,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Encouraging housing providers and health and behavioral health care providers to co-locate, coordinate, or integrate health, behavioral health, safety, and wellness services with housing, and creating better resources for providers to connect patients to housing resources.",Solution,Health,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Testing new, and building upon succesSan Franciscoul, care and service delivery models to provide services in the homes of people who have experienced homelessness, including Assertive Community Treatment Teams and Home and Community Based Services for those with behavioral health needs.",Solution,Big picture,Health,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Applying lessons from evaluations of the Medicaid Health Home option to inform efforts to integrate health care and social services for people with chronic conditions experiencing homelessness.,Solution,Health,Policy,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Seeking opportunities to increase the availability of medical respite programs in communities to allow hospitals to discharge people experiencing homelessness with complex health needs to medical respite programs that can help stabilize their medical conditions and assist them to access or return to safe and stable housing.,Solution,Health,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Ensuring that people experiencing homelessness have access to expanded behavioral health services, including substance use disorder treatment services.",Solution,Health,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Expanding access to evidence-based maternal, infant, and early childhood home visiting services for families and pregnant women, and promoting integration of these services with housing.",Solution,Big picture,Children,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Leveraging opportunities in child welfare reform to expand evidence-based preventive services, and promoting their coordination with homelessness services and housing.",Solution,Coordination,Children,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,One of the most effective ways to support individuals as they move out of homelessness and into permanent housing is increasing access to meaningful and sustainable career training and employment pathways.,Solution,Big picture,Finance,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Programs designed to connect people to career pathways need to be accessible and responsive to people who have experienced homelessness and employment strategies need to be coordinated with housing and other interventions.,Solution,Finance,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Coordinate employment services with housing and homelessness assistance to ensure that job development and training strategies focus attention on people who are experiencing or most at risk of homelessness and support their long-term housing stability.,Solution,Finance,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Review federal program policies, procedures, and regulations to identify educational, administrative, or regulatory mechanisms that could be used to improve access to work support.",Solution,Big picture,Finance,Policy,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Identify ways Workforce Innovation and Opportunity Act (WIOA) and TANF programs can help people who are experiencing or most at risk of homelessness, including people with multiple barriers to employment.",Solution,Big picture,Finance,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Develop and disseminate best practices on helping people with histories of homelessness and barriers to employment enter the workforce, including strategies that take into consideration transportation, child care, child support, domestic violence, criminal justice history, disabling conditions, limited work experience, and age appropriateness.",Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Improve system-wide coordination and integration of employment programs with homeless assistance programs, survivor assistance programs, and housing and permanent supportive housing programs.",Solution,Finance,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Increase opportunities for work and support recovery for Veterans with barriers to employment, especially Veterans returning from active duty, Veterans with disabilities, and Veterans in permanent supportive housing.",Solution,Big picture,Finance,Veterans,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"For children and youth experiencing homelessness, schools can be a lifeline. They provide safety, stability, and a connection to community that can help mitigate the impact of homelessness.",Solution,Children,Big picture,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Improve identification of children experiencing homelessness and ensure support for them to enroll in school.,Solution,Big picture,Children,Outreach,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Eliminate barriers to enrollment and provide seamless transitions from early childhood education through elementary, secondary, and post-secondary education.",Solution,Big picture,Children,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Improve access to and retention in early childhood education programs, elementary and secondary education, and post-secondary education.",Solution,Big picture,Children,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Review existing federal, state, and local program policies, procedures, and regulations to identify mechanisms that could increase both access to and retention in high-quality programs. These mechanisms should help remove barriers and ensure early childhood-to-adulthood educational access, quality child care, and early childhood education through elementary, secondary, and post-secondary education.",Solution,Big picture,Policy,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Educate homelessness assistance providers about the laws, and the programs and practices under those laws, designed to increase access to early care and education, such as those carried out under Head Start, the McKinney-Vento Act’s education subtitle, and the independent student provisions of the Higher Education Act.",Solution,Big picture,Service workers,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Emergency shelters, street outreach, and other crisis services are the critical front line of any community’s response to homelessness.",Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Identify all people experiencing or at risk of experiencing homelessness across the community,Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Prevent homelessness whenever possible,Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Provide immediate access through coordinated entry to shelter and crisis services without barriers to entry, as stable housing and supports are being secured",Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Quickly connect people who experience homelessness to housing assistance and/or services tailored to the unique strengths and needs of households and which enable them to achieve and maintain permanent housing. Services may include access to school or early childhood care and learning, public benefit programs, employment services, reunification services, and/or health care, including substance use and mental health services. For survivors fleeing domestic violence, specialized shelters and services should also be available.",Solution,Big picture,,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Our national data shows that the number of Americans caught in a revolving door between the streets, shelters, and jails may reach the tens of thousands.",Problem,Big picture,Crime,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Of the 11 million people detained or incarcerated in jails every year, as many as 15% report having been homeless.",Fact,,Crime,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"<USICH> is pursuing steps to reduce criminal justice system involvement among people experiencing homelessness, both by reducing the criminalization of homelessness and the return of people from correctional settings to homelessness.",Solution,Big picture,Crime,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Strengthening partnerships between law enforcement and homelessness services systems,Solution,Big picture,Crime,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Continuing efforts to combat the criminalization of homelessness,Solution,Big picture,Crime,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Increasing access to jail diversion and alternatives to incarceration,Solution,Big picture,Crime,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Expanding evidence-based housing and services solutions like supportive housing for people caught in a cycle of homelessness and incarceration,Solution,Big picture,Housing,Supportive housing,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Reducing barriers to housing, employment, and services for people with criminal histories",Solution,Big picture,Crime,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Recognizing that the solutions to homelessness cut across federal, state, and local jurisdictions, we need to build a robust interagency, cross-sector approach to preventing and ending homelessness.",Solution,Big picture,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"To achieve our national goals, leaders from all levels of government and the private, non-profit, and faith sectors need to come together to: Build momentum behind a common vision: Through regional, state, and local interagency working groups and other processes that coordinate and align activities, policies, and priorities, we can pursue shared strategies and definitions of success.",Solution,Big picture,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"Collaborative, outcome-driven processes should be driven by our national definition of what an end to homelessness means, and criteria and benchmarks for achieving that goal ",Solution,Big picture,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Reduce fragmentation and duplication: Leadership working in concert can bring together areas of government that have typically operated in silos to reduce duplicative or contradictory activities and ensure the most effective use of public resources.,Solution,Big picture,Coordination,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,Drive implementation of cost-effective solutions: Coalitions of local leaders can use data and performance measurement to guide investments into evidence-informed practices that efficiently solve homelessness.,Solution,Big picture,Data,,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,"For example, rapid re-housing is a lower cost promising practice being deployed in communities across the country to get families quickly back into stable housing so that they can pursue their income and employment goals. ",Solution,Big picture,Housing,Rapid re-housing,,U.S. Interagency Council on Homelessness,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
,,,,,,,,,,,,,,,,,,,,,,           
